Date,NumTweets,VaderComp,VaderPos,VaderNeg,VaderNeu,ImpactVader,FollowVader,TB,ImpactTB,FollowTB,Twinword,Stock,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16,Lag17,Lag18,Lag19,Lag20,Lag21
4/13/17,728,0.196086813,0.129570055,0.02809478,0.842331044,1.255716346,49185.95323,0.130023324,1.24423898,42726.15048,0.13033984,51.220001,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,
4/14/17,1135,-0.018465374,0.074340969,0.12755859,0.798103084,-345.0175762,30606.79607,0.073742794,0.781615512,25817.90739,0.154564834,51.41500075,51.6100005,51.80500025,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,
4/17/17,500,0.2692778,0.149716,0.025288,0.824996,54.4328672,59268.33767,0.225322115,104.0679339,35749.1533,0.170734447,52,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,
4/18/17,1068,0.189571536,0.128209738,0.032117978,0.839663858,-540.23794,48827.43846,0.158323656,3.312181513,34947.16845,0.136522344,51.93,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,
4/19/17,1470,0.15465483,0.12602381,0.055272789,0.818695238,335.2675129,28725.15624,0.108103044,-47.17800603,21813.94978,0.121823799,52.200001,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,
4/20/17,1016,0.154543209,0.127234252,0.052745079,0.820018701,-9.57366811,38498.92484,0.098794382,-9.32360115,28149.62403,0.12812912,53.610001,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,
4/21/17,743,0.195709421,0.12797039,0.026395693,0.845637954,25.22246312,42643.78309,0.139272608,20.80664065,29073.2651,0.142641506,53.080002,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,
4/22/17,753,0.207825896,0.129579017,0.028010624,0.842422311,7.596674104,50281.83344,0.14030649,4.979148922,35420.55674,0.141956128,52.97000133,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,
4/23/17,932,0.181383476,0.120469957,0.031857296,0.847674893,96.0249794,48782.71785,0.109931051,11.81697074,29376.05017,0.100934336,52.86000067,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,,
4/24/17,974,0.183945996,0.144670431,0.051195072,0.80413655,19.00019969,24922.54869,0.097433336,1.043033307,21625.53102,0.12866025,52.75,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,,,
4/25/17,1386,0.318354113,0.175963203,0.025051227,0.798982684,114.6063829,25191.51443,0.198997366,1.234090747,16674.95188,0.234146688,52.459999,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,,,,
4/26/17,,,,,,,,,,,,52.720001,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,,,,,
4/27/17,,,,,,,,,,,,52.77,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,,,,,,
4/28/17,,,,,,,,,,,,52,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,,,,,,,
4/29/17,,,,,,,,,,,,51.86333333,51.72666667,51.59,52.46,,,,,,,,,,,,,,,,,,
4/30/17,,,,,,,,,,,,51.72666667,51.59,52.46,,,,,,,,,,,,,,,,,,,
5/1/17,,,,,,,,,,,,51.59,52.46,,,,,,,,,,,,,,,,,,,,
5/2/17,,,,,,,,,,,,52.46,,,,,,,,,,,,,,,,,,,,,
